sample,horizon_weeks,phase,industry,observations,sufficient,mean,median,sd,p10,p90,share_positive
revised_long_ex_covid,13,slowdown,Telcm,669,True,-0.016005,-0.012169,0.056413,-0.089725,0.052676,0.3991
revised_long_ex_covid,13,slowdown,Utils,669,True,-0.000663,-0.008825,0.080814,-0.084999,0.109561,0.4439
revised_long_ex_covid,13,slowdown,Shops,669,True,0.000986,-0.001783,0.045588,-0.052258,0.055347,0.4798
revised_long_ex_covid,13,slowdown,Hlth,669,True,-0.00465,-0.00284,0.05564,-0.0743,0.054103,0.4843
revised_long_ex_covid,13,slowdown,Money,669,True,0.001804,0.001979,0.054571,-0.063324,0.059238,0.5187
revised_long_ex_covid,13,slowdown,Other,669,True,-0.009217,-0.00804,0.031406,-0.050735,0.027554,0.3946
revised_long_ex_covid,13,contraction,NoDur,139,True,0.022953,0.020265,0.060527,-0.05093,0.099159,0.6331
revised_long_ex_covid,13,contraction,Durbl,139,True,0.015401,0.016509,0.128707,-0.129817,0.16864,0.5324
revised_long_ex_covid,13,contraction,Manuf,139,True,0.003163,-0.004444,0.066252,-0.081832,0.088407,0.4892
revised_long_ex_covid,13,contraction,Enrgy,139,True,-0.015138,-0.029895,0.099346,-0.123107,0.114063,0.4101
revised_long_ex_covid,13,contraction,Chems,139,True,0.010817,0.011521,0.052065,-0.044709,0.084829,0.5683
revised_long_ex_covid,13,contraction,BusEq,139,True,0.007967,0.022864,0.080349,-0.10182,0.099364,0.5755
revised_long_ex_covid,13,contraction,Telcm,139,True,-0.022392,-0.019647,0.051244,-0.085199,0.036349,0.3453
revised_long_ex_covid,13,contraction,Utils,139,True,0.002926,0.004895,0.077608,-0.095811,0.097667,0.5108
revised_long_ex_covid,13,contraction,Shops,139,True,0.029757,0.035567,0.043002,-0.02127,0.080151,0.7842
revised_long_ex_covid,13,contraction,Hlth,139,True,0.017129,0.013666,0.078583,-0.075556,0.111669,0.554
revised_long_ex_covid,13,contraction,Money,139,True,-0.009812,0.00361,0.089615,-0.122208,0.077166,0.5468
revised_long_ex_covid,13,contraction,Other,139,True,-0.012849,-0.019922,0.046812,-0.070067,0.049748,0.3525
revised_long_ex_covid,26,recovery,NoDur,125,True,-0.000412,0.002908,0.047135,-0.062126,0.055389,0.504
revised_long_ex_covid,26,recovery,Durbl,125,True,0.067168,0.057642,0.131382,-0.113411,0.24054,0.744
revised_long_ex_covid,26,recovery,Manuf,125,True,0.035068,0.039166,0.046845,-0.036756,0.079261,0.84
revised_long_ex_covid,26,recovery,Enrgy,125,True,0.02673,0.01466,0.095107,-0.084336,0.160532,0.552
revised_long_ex_covid,26,recovery,Chems,125,True,0.015717,0.016277,0.040534,-0.035585,0.062352,0.648
revised_long_ex_covid,26,recovery,BusEq,125,True,0.010935,0.011563,0.053396,-0.060095,0.086328,0.632
revised_long_ex_covid,26,recovery,Telcm,125,True,0.010793,0.004538,0.062567,-0.059891,0.097091,0.536
revised_long_ex_covid,26,recovery,Utils,125,True,-0.008382,-0.015216,0.054099,-0.070074,0.070591,0.44
revised_long_ex_covid,26,recovery,Shops,125,True,-0.015922,-0.009629,0.037573,-0.065933,0.029096,0.36
revised_long_ex_covid,26,recovery,Hlth,125,True,-0.023177,-0.026655,0.044908,-0.075492,0.028602,0.28
revised_long_ex_covid,26,recovery,Money,125,True,-0.012607,-0.005333,0.046857,-0.078094,0.043029,0.448
revised_long_ex_covid,26,recovery,Other,125,True,0.007516,0.013626,0.033699,-0.042177,0.039188,0.688
revised_long_ex_covid,26,expansion,NoDur,667,True,-0.010786,-0.006821,0.07817,-0.101863,0.077653,0.4483
revised_long_ex_covid,26,expansion,Durbl,667,True,-0.032998,-0.041465,0.113516,-0.14588,0.097927,0.3523
revised_long_ex_covid,26,expansion,Manuf,667,True,0.001098,0.002797,0.057636,-0.074211,0.065939,0.5187
revised_long_ex_covid,26,expansion,Enrgy,667,True,0.010345,-0.00859,0.158052,-0.149774,0.178094,0.4723
revised_long_ex_covid,26,expansion,Chems,667,True,-0.015864,-0.008795,0.066421,-0.090199,0.052271,0.3958
revised_long_ex_covid,26,expansion,BusEq,667,True,0.025225,0.020696,0.083208,-0.069499,0.119659,0.6237
revised_long_ex_covid,26,expansion,Telcm,667,True,-0.015295,-0.023164,0.09056,-0.123678,0.106058,0.4033
revised_long_ex_covid,26,expansion,Utils,667,True,0.004308,0.002801,0.10152,-0.117656,0.125774,0.5082
revised_long_ex_covid,26,expansion,Shops,667,True,-0.003139,-0.005148,0.058012,-0.075487,0.072324,0.4723
revised_long_ex_covid,26,expansion,Hlth,667,True,0.013829,0.020795,0.071334,-0.079408,0.093866,0.5907
revised_long_ex_covid,26,expansion,Money,667,True,0.003996,0.00498,0.068127,-0.08872,0.078355,0.5487
revised_long_ex_covid,26,expansion,Other,667,True,-0.016944,-0.014419,0.041122,-0.066329,0.032029,0.3253
revised_long_ex_covid,26,slowdown,NoDur,660,True,-0.016008,-0.01383,0.100026,-0.135296,0.088513,0.4455
revised_long_ex_covid,26,slowdown,Durbl,660,True,-0.001708,-0.023796,0.152055,-0.15388,0.189402,0.4091
revised_long_ex_covid,26,slowdown,Manuf,660,True,0.009813,0.008449,0.069314,-0.070281,0.098204,0.5424
revised_long_ex_covid,26,slowdown,Enrgy,660,True,-0.005443,-0.008264,0.13162,-0.16625,0.178822,0.453
revised_long_ex_covid,26,slowdown,Chems,660,True,-0.019092,-0.013804,0.090052,-0.116528,0.074881,0.4136
revised_long_ex_covid,26,slowdown,BusEq,660,True,0.022782,0.022125,0.109891,-0.083138,0.133697,0.65
revised_long_ex_covid,26,slowdown,Telcm,660,True,-0.017565,-0.015037,0.083203,-0.123976,0.075961,0.403
revised_long_ex_covid,26,slowdown,Utils,660,True,-0.003479,-0.00728,0.114939,-0.127946,0.139605,0.4636
revised_long_ex_covid,26,slowdown,Shops,660,True,0.001427,-6.3e-05,0.064497,-0.073382,0.075281,0.5
revised_long_ex_covid,26,slowdown,Hlth,660,True,-0.006031,-0.009751,0.073037,-0.095649,0.085429,0.447
revised_long_ex_covid,26,slowdown,Money,660,True,0.001831,0.004597,0.089177,-0.108615,0.089846,0.5182
revised_long_ex_covid,26,slowdown,Other,660,True,-0.015709,-0.01307,0.04846,-0.082134,0.037674,0.3697
revised_long_ex_covid,26,contraction,NoDur,139,True,0.053011,0.062749,0.080065,-0.057166,0.139069,0.7266
revised_long_ex_covid,26,contraction,Durbl,139,True,0.063424,0.072906,0.203961,-0.180925,0.2636,0.5899
revised_long_ex_covid,26,contraction,Manuf,139,True,0.021053,0.021496,0.101898,-0.11549,0.175844,0.5755
revised_long_ex_covid,26,contraction,Enrgy,139,True,-0.030602,-0.022075,0.097024,-0.137327,0.08517,0.3885
revised_long_ex_covid,26,contraction,Chems,139,True,0.034441,0.032692,0.076114,-0.066967,0.124728,0.6475
revised_long_ex_covid,26,contraction,BusEq,139,True,0.007702,0.012337,0.108512,-0.16171,0.140132,0.5396
revised_long_ex_covid,26,contraction,Telcm,139,True,-0.058018,-0.06114,0.074334,-0.156079,0.043439,0.2086
revised_long_ex_covid,26,contraction,Utils,139,True,-0.016147,-0.012589,0.077678,-0.11951,0.079627,0.3957
revised_long_ex_covid,26,contraction,Shops,139,True,0.056097,0.070977,0.056866,-0.008137,0.112619,0.8777
revised_long_ex_covid,26,contraction,Hlth,139,True,0.017013,0.024939,0.110528,-0.11375,0.160891,0.5396
revised_long_ex_covid,26,contraction,Money,139,True,-0.001519,0.005438,0.112624,-0.154133,0.096671,0.5396
revised_long_ex_covid,26,contraction,Other,139,True,-0.02694,-0.034972,0.0481,-0.079266,0.041489,0.2878
revised_long_ex_gfc,4,recovery,NoDur,121,True,0.000247,0.000516,0.026239,-0.034965,0.032683,0.5124
revised_long_ex_gfc,4,recovery,Durbl,121,True,0.020751,0.007069,0.074767,-0.043295,0.088908,0.5702
revised_long_ex_gfc,4,recovery,Manuf,121,True,0.004769,0.003894,0.026969,-0.025445,0.038794,0.562
revised_long_ex_gfc,4,recovery,Enrgy,121,True,0.003829,-0.005755,0.075062,-0.074576,0.083478,0.4298
revised_long_ex_gfc,4,recovery,Chems,121,True,-0.000228,-0.000134,0.028522,-0.039946,0.034611,0.4876
revised_long_ex_gfc,4,recovery,BusEq,121,True,0.000391,0.000148,0.034214,-0.039993,0.036415,0.5041
revised_long_ex_gfc,4,recovery,Telcm,121,True,0.00237,0.002165,0.036395,-0.038543,0.045786,0.5372
revised_long_ex_gfc,4,recovery,Utils,121,True,-0.006601,-0.00383,0.037194,-0.062553,0.036738,0.4545
revised_long_ex_gfc,4,recovery,Shops,121,True,-0.003133,0.000452,0.02753,-0.042598,0.029494,0.5124
revised_long_ex_gfc,4,recovery,Hlth,121,True,-0.00617,-0.010189,0.031414,-0.040931,0.032081,0.3967
revised_long_ex_gfc,4,recovery,Money,121,True,0.003372,-0.00261,0.02747,-0.026743,0.030647,0.4711
revised_long_ex_gfc,4,recovery,Other,121,True,0.003371,0.003406,0.01708,-0.017854,0.024487,0.562
revised_long_ex_gfc,4,expansion,NoDur,680,True,-0.000511,4.6e-05,0.031059,-0.035082,0.032786,0.5015
revised_long_ex_gfc,4,expansion,Durbl,680,True,-0.0089,-0.008049,0.048237,-0.060755,0.042132,0.4088
revised_long_ex_gfc,4,expansion,Manuf,680,True,0.002632,0.001757,0.023972,-0.024039,0.027968,0.5485
revised_long_ex_gfc,4,expansion,Enrgy,680,True,0.001222,-0.00321,0.05253,-0.058057,0.060357,0.4662
revised_long_ex_gfc,4,expansion,Chems,680,True,-0.002781,-0.000967,0.03029,-0.03165,0.025237,0.4824
revised_long_ex_gfc,4,expansion,BusEq,680,True,0.003934,0.001907,0.031466,-0.032041,0.040808,0.5397
revised_long_ex_gfc,4,expansion,Telcm,680,True,-0.003241,-0.002633,0.0294,-0.037723,0.031127,0.4529
revised_long_ex_gfc,4,expansion,Utils,680,True,-0.000689,-0.001242,0.039816,-0.045715,0.046388,0.4838
revised_long_ex_gfc,4,expansion,Shops,680,True,-0.001564,-0.000371,0.024037,-0.030445,0.025439,0.4882
revised_long_ex_gfc,4,expansion,Hlth,680,True,0.001286,0.000616,0.030074,-0.031883,0.035211,0.5118
revised_long_ex_gfc,4,expansion,Money,680,True,-0.00051,-0.000573,0.026652,-0.029347,0.029015,0.4941
revised_long_ex_gfc,4,expansion,Other,680,True,-0.002198,-0.002196,0.017676,-0.022781,0.018431,0.425
revised_long_ex_gfc,4,slowdown,NoDur,669,True,-0.003249,-0.004999,0.034188,-0.040807,0.035697,0.435
revised_long_ex_gfc,4,slowdown,Durbl,669,True,0.004755,-0.002362,0.066881,-0.054924,0.066523,0.4619
revised_long_ex_gfc,4,slowdown,Manuf,669,True,0.000345,8.5e-05,0.023778,-0.0289,0.025813,0.5007
revised_long_ex_gfc,4,slowdown,Enrgy,669,True,0.000428,-0.00377,0.053405,-0.061812,0.067433,0.4634
revised_long_ex_gfc,4,slowdown,Chems,669,True,-0.001988,-0.004212,0.034548,-0.036921,0.032749,0.4514
revised_long_ex_gfc,4,slowdown,BusEq,669,True,0.003431,0.003199,0.034942,-0.034087,0.043198,0.5516
revised_long_ex_gfc,4,slowdown,Telcm,669,True,-0.003932,-0.004096,0.033694,-0.044047,0.033868,0.4574
revised_long_ex_gfc,4,slowdown,Utils,669,True,-0.000331,-0.001794,0.045212,-0.051245,0.055252,0.4828
revised_long_ex_gfc,4,slowdown,Shops,669,True,0.000413,-0.000954,0.02517,-0.025831,0.028899,0.4813
revised_long_ex_gfc,4,slowdown,Hlth,669,True,-0.000308,-0.001517,0.033929,-0.03843,0.040185,0.4694
revised_long_ex_gfc,4,slowdown,Money,669,True,0.001656,0.001531,0.02897,-0.031738,0.032765,0.5187
revised_long_ex_gfc,4,slowdown,Other,669,True,-0.003293,-0.002752,0.017303,-0.023882,0.01589,0.4275
revised_long_ex_gfc,4,contraction,NoDur,91,True,0.001217,-0.003553,0.041817,-0.049125,0.054025,0.4615
revised_long_ex_gfc,4,contraction,Durbl,91,True,0.027704,0.021914,0.063682,-0.040649,0.10344,0.6374
revised_long_ex_gfc,4,contraction,Manuf,91,True,-0.00036,-0.001884,0.037157,-0.053504,0.040446,0.4725
revised_long_ex_gfc,4,contraction,Enrgy,91,True,-0.011299,-0.003904,0.067349,-0.106036,0.055992,0.4835
revised_long_ex_gfc,4,contraction,Chems,91,True,0.001871,-0.006282,0.035039,-0.037097,0.051995,0.4396
revised_long_ex_gfc,4,contraction,BusEq,91,True,-0.000417,0.009696,0.056786,-0.068538,0.058486,0.5604
revised_long_ex_gfc,4,contraction,Telcm,91,True,-0.013214,-0.015465,0.035055,-0.048042,0.032243,0.3407
revised_long_ex_gfc,4,contraction,Utils,91,True,0.000154,0.001625,0.051008,-0.06838,0.063546,0.5055
revised_long_ex_gfc,4,contraction,Shops,91,True,0.012279,0.009358,0.026906,-0.019436,0.050393,0.6264
revised_long_ex_gfc,4,contraction,Hlth,91,True,0.001973,-0.003863,0.03732,-0.043223,0.053679,0.4615
revised_long_ex_gfc,4,contraction,Money,91,True,-0.002532,-0.003543,0.029055,-0.03821,0.028797,0.4505
revised_long_ex_gfc,4,contraction,Other,91,True,0.001017,0.000909,0.027262,-0.036822,0.035805,0.5495
revised_long_ex_gfc,13,recovery,NoDur,121,True,-0.000374,-0.003121,0.041968,-0.049666,0.05821,0.4463
revised_long_ex_gfc,13,recovery,Durbl,121,True,0.059521,0.024452,0.15811,-0.083139,0.254786,0.6033
revised_long_ex_gfc,13,recovery,Manuf,121,True,0.019791,0.014908,0.038544,-0.025779,0.069925,0.7273
revised_long_ex_gfc,13,recovery,Enrgy,121,True,0.031433,0.01495,0.120056,-0.056141,0.213653,0.6116
revised_long_ex_gfc,13,recovery,Chems,121,True,-0.004491,-0.002558,0.04515,-0.056588,0.047876,0.4793
revised_long_ex_gfc,13,recovery,BusEq,121,True,0.004818,0.000279,0.048257,-0.043506,0.068643,0.5124
revised_long_ex_gfc,13,recovery,Telcm,121,True,0.013281,0.009008,0.063139,-0.059415,0.08546,0.562
revised_long_ex_gfc,13,recovery,Utils,121,True,-0.015925,-0.010308,0.058268,-0.098132,0.059994,0.4298
revised_long_ex_gfc,13,recovery,Shops,121,True,-0.018233,-0.007846,0.046529,-0.088535,0.035574,0.4215
revised_long_ex_gfc,13,recovery,Hlth,121,True,-0.020151,-0.021519,0.045408,-0.075751,0.022079,0.3058
revised_long_ex_gfc,13,recovery,Money,121,True,0.009876,0.004691,0.048715,-0.041645,0.074868,0.5289
revised_long_ex_gfc,13,recovery,Other,121,True,0.007278,0.004434,0.029362,-0.028825,0.045342,0.6116
revised_long_ex_gfc,13,expansion,NoDur,671,True,-0.005208,-0.006227,0.055297,-0.071211,0.062894,0.4531
revised_long_ex_gfc,13,expansion,Durbl,671,True,-0.02168,-0.023135,0.086615,-0.11204,0.073335,0.3562
revised_long_ex_gfc,13,expansion,Manuf,671,True,0.003628,0.004083,0.040904,-0.050299,0.050281,0.538
revised_long_ex_gfc,13,expansion,Enrgy,671,True,-0.00012,-0.004332,0.099591,-0.106478,0.108373,0.4724
revised_long_ex_gfc,13,expansion,Chems,671,True,-0.012159,-0.007698,0.052992,-0.06954,0.041316,0.4218
revised_long_ex_gfc,13,expansion,BusEq,671,True,0.009985,0.00764,0.061196,-0.059312,0.076801,0.5753
revised_long_ex_gfc,13,expansion,Telcm,671,True,-0.005859,-0.008772,0.06212,-0.076297,0.067392,0.4322
revised_long_ex_gfc,13,expansion,Utils,671,True,0.000111,0.000958,0.070082,-0.082306,0.088207,0.5097
revised_long_ex_gfc,13,expansion,Shops,671,True,-0.003019,-0.004186,0.03869,-0.04834,0.046388,0.4456
revised_long_ex_gfc,13,expansion,Hlth,671,True,0.005902,0.008094,0.052303,-0.063222,0.067588,0.5768
revised_long_ex_gfc,13,expansion,Money,671,True,0.00196,-0.0003,0.044699,-0.050112,0.050526,0.4993
revised_long_ex_gfc,13,expansion,Other,671,True,-0.00703,-0.005321,0.031093,-0.048823,0.02869,0.4024
revised_long_ex_gfc,13,slowdown,NoDur,669,True,-0.007894,-0.011057,0.068708,-0.088515,0.074741,0.3991
revised_long_ex_gfc,13,slowdown,Durbl,669,True,0.008799,-0.010716,0.111233,-0.093322,0.140623,0.438
revised_long_ex_gfc,13,slowdown,Manuf,669,True,0.003432,0.00213,0.044174,-0.04599,0.050329,0.5232
revised_long_ex_gfc,13,slowdown,Enrgy,669,True,0.005926,-0.00628,0.096855,-0.103677,0.13286,0.4768
revised_long_ex_gfc,13,slowdown,Chems,669,True,-0.004546,-0.006191,0.059697,-0.071321,0.067268,0.4529
revised_long_ex_gfc,13,slowdown,BusEq,669,True,0.012844,0.015616,0.067202,-0.059953,0.083517,0.6248
revised_long_ex_gfc,13,slowdown,Telcm,669,True,-0.01618,-0.012169,0.056537,-0.089923,0.052676,0.3991
revised_long_ex_gfc,13,slowdown,Utils,669,True,-0.001107,-0.008946,0.081229,-0.086423,0.109561,0.4439
revised_long_ex_gfc,13,slowdown,Shops,669,True,0.001021,-0.001783,0.045632,-0.052258,0.055865,0.4798
revised_long_ex_gfc,13,slowdown,Hlth,669,True,-0.00436,-0.002755,0.055592,-0.073258,0.054904,0.4858
revised_long_ex_gfc,13,slowdown,Money,669,True,0.001651,0.001979,0.054793,-0.064651,0.059238,0.5187
revised_long_ex_gfc,13,slowdown,Other,669,True,-0.009528,-0.008335,0.031397,-0.051013,0.027461,0.3916
revised_long_ex_gfc,13,contraction,NoDur,91,True,0.007766,-0.00165,0.070717,-0.073995,0.101855,0.4725
revised_long_ex_gfc,13,contraction,Durbl,91,True,0.092044,0.052639,0.170877,-0.069456,0.388574,0.7363
revised_long_ex_gfc,13,contraction,Manuf,91,True,0.003678,-0.005448,0.067017,-0.083567,0.107789,0.4615
revised_long_ex_gfc,13,contraction,Enrgy,91,True,-0.05683,-0.054867,0.124308,-0.239905,0.09796,0.3187
revised_long_ex_gfc,13,contraction,Chems,91,True,0.015228,0.017789,0.060058,-0.060133,0.097,0.6044
revised_long_ex_gfc,13,contraction,BusEq,91,True,0.003113,0.0274,0.091556,-0.111728,0.093663,0.5824
revised_long_ex_gfc,13,contraction,Telcm,91,True,-0.045234,-0.047393,0.049216,-0.102266,0.021072,0.1758
revised_long_ex_gfc,13,contraction,Utils,91,True,-0.021779,-0.021231,0.083283,-0.126327,0.077703,0.3956
revised_long_ex_gfc,13,contraction,Shops,91,True,0.043198,0.043614,0.037239,-0.004262,0.091845,0.8571
revised_long_ex_gfc,13,contraction,Hlth,91,True,0.00386,-0.015438,0.070666,-0.086203,0.106292,0.4505
revised_long_ex_gfc,13,contraction,Money,91,True,-0.013229,0.00361,0.057354,-0.098229,0.050506,0.5714
revised_long_ex_gfc,13,contraction,Other,91,True,-0.000676,-8.8e-05,0.051725,-0.071269,0.069691,0.4945
revised_long_ex_gfc,26,recovery,NoDur,121,True,-0.010125,-0.011542,0.055249,-0.078446,0.056828,0.4545
revised_long_ex_gfc,26,recovery,Durbl,121,True,0.108276,0.045814,0.253627,-0.11782,0.350132,0.6942
revised_long_ex_gfc,26,recovery,Manuf,121,True,0.039128,0.043351,0.051079,-0.038865,0.107624,0.8347
revised_long_ex_gfc,26,recovery,Enrgy,121,True,0.101615,0.059771,0.165349,-0.050618,0.354246,0.719
revised_long_ex_gfc,26,recovery,Chems,121,True,-0.00756,-0.003067,0.059108,-0.091833,0.05879,0.4876
revised_long_ex_gfc,26,recovery,BusEq,121,True,0.00586,0.006888,0.05615,-0.067189,0.087742,0.5537
revised_long_ex_gfc,26,recovery,Telcm,121,True,-0.001606,-0.013278,0.067944,-0.074693,0.098343,0.3967
revised_long_ex_gfc,26,recovery,Utils,121,True,-0.023097,-0.015216,0.074302,-0.127985,0.071458,0.4545
revised_long_ex_gfc,26,recovery,Shops,121,True,-0.039031,-0.031419,0.042848,-0.101077,0.01251,0.1736
revised_long_ex_gfc,26,recovery,Hlth,121,True,-0.03459,-0.043541,0.049446,-0.098435,0.02681,0.2231
revised_long_ex_gfc,26,recovery,Money,121,True,0.015438,0.006634,0.078208,-0.081142,0.149224,0.562
revised_long_ex_gfc,26,recovery,Other,121,True,0.010976,0.016467,0.037733,-0.043152,0.058547,0.686
revised_long_ex_gfc,26,expansion,NoDur,667,True,-0.010786,-0.006821,0.07817,-0.101863,0.077653,0.4483
revised_long_ex_gfc,26,expansion,Durbl,667,True,-0.032998,-0.041465,0.113516,-0.14588,0.097927,0.3523
revised_long_ex_gfc,26,expansion,Manuf,667,True,0.001098,0.002797,0.057636,-0.074211,0.065939,0.5187
revised_long_ex_gfc,26,expansion,Enrgy,667,True,0.010345,-0.00859,0.158052,-0.149774,0.178094,0.4723
revised_long_ex_gfc,26,expansion,Chems,667,True,-0.015864,-0.008795,0.066421,-0.090199,0.052271,0.3958
revised_long_ex_gfc,26,expansion,BusEq,667,True,0.025225,0.020696,0.083208,-0.069499,0.119659,0.6237
revised_long_ex_gfc,26,expansion,Telcm,667,True,-0.015295,-0.023164,0.09056,-0.123678,0.106058,0.4033
revised_long_ex_gfc,26,expansion,Utils,667,True,0.004308,0.002801,0.10152,-0.117656,0.125774,0.5082
revised_long_ex_gfc,26,expansion,Shops,667,True,-0.003139,-0.005148,0.058012,-0.075487,0.072324,0.4723
revised_long_ex_gfc,26,expansion,Hlth,667,True,0.013829,0.020795,0.071334,-0.079408,0.093866,0.5907
revised_long_ex_gfc,26,expansion,Money,667,True,0.003996,0.00498,0.068127,-0.08872,0.078355,0.5487
revised_long_ex_gfc,26,expansion,Other,667,True,-0.016944,-0.014419,0.041122,-0.066329,0.032029,0.3253
revised_long_ex_gfc,26,slowdown,NoDur,660,True,-0.016522,-0.014798,0.100235,-0.135296,0.088513,0.4439
revised_long_ex_gfc,26,slowdown,Durbl,660,True,0.001858,-0.022732,0.158108,-0.15346,0.19303,0.4136
revised_long_ex_gfc,26,slowdown,Manuf,660,True,0.00933,0.008101,0.069681,-0.07111,0.098204,0.5394
revised_long_ex_gfc,26,slowdown,Enrgy,660,True,-0.007599,-0.008881,0.132734,-0.168044,0.175902,0.4485
revised_long_ex_gfc,26,slowdown,Chems,660,True,-0.019432,-0.013949,0.089841,-0.116528,0.071989,0.4121
revised_long_ex_gfc,26,slowdown,BusEq,660,True,0.023379,0.022357,0.110229,-0.083138,0.134489,0.65
revised_long_ex_gfc,26,slowdown,Telcm,660,True,-0.018067,-0.015493,0.083559,-0.126067,0.075961,0.403
revised_long_ex_gfc,26,slowdown,Utils,660,True,-0.004984,-0.008045,0.116263,-0.131352,0.139605,0.4591
revised_long_ex_gfc,26,slowdown,Shops,660,True,0.001841,-6.3e-05,0.065261,-0.073382,0.075685,0.5
revised_long_ex_gfc,26,slowdown,Hlth,660,True,-0.006423,-0.010781,0.073157,-0.095649,0.085429,0.4424
revised_long_ex_gfc,26,slowdown,Money,660,True,0.001763,0.004597,0.08931,-0.108615,0.089846,0.5182
revised_long_ex_gfc,26,slowdown,Other,660,True,-0.015643,-0.012944,0.048498,-0.082134,0.037674,0.3712
revised_long_ex_gfc,26,contraction,NoDur,91,True,0.030257,0.056845,0.101986,-0.088834,0.155667,0.5934
revised_long_ex_gfc,26,contraction,Durbl,91,True,0.238473,0.152379,0.334179,-0.062492,0.85722,0.7912
revised_long_ex_gfc,26,contraction,Manuf,91,True,0.037658,0.03451,0.099467,-0.116258,0.176818,0.6703
revised_long_ex_gfc,26,contraction,Enrgy,91,True,-0.089581,-0.052907,0.165945,-0.344354,0.12887,0.3626
revised_long_ex_gfc,26,contraction,Chems,91,True,0.048502,0.065543,0.082097,-0.064893,0.149643,0.6813
revised_long_ex_gfc,26,contraction,BusEq,91,True,-0.007448,0.000688,0.121823,-0.18147,0.135486,0.5055
revised_long_ex_gfc,26,contraction,Telcm,91,True,-0.10347,-0.087111,0.052903,-0.169781,-0.050296,0.011
revised_long_ex_gfc,26,contraction,Utils,91,True,-0.048087,-0.028838,0.089459,-0.17093,0.056809,0.2857
revised_long_ex_gfc,26,contraction,Shops,91,True,0.074102,0.070977,0.049127,0.020745,0.13391,0.967
revised_long_ex_gfc,26,contraction,Hlth,91,True,-0.02264,-0.040169,0.095291,-0.128536,0.103417,0.4835
revised_long_ex_gfc,26,contraction,Money,91,True,-0.008142,0.014644,0.09319,-0.173354,0.091952,0.6374
revised_long_ex_gfc,26,contraction,Other,91,True,-0.006478,-0.006327,0.054209,-0.075753,0.070318,0.4505
revised_long_ex_both,4,recovery,NoDur,95,True,0.003307,0.004808,0.026771,-0.029807,0.036042,0.5684
revised_long_ex_both,4,recovery,Durbl,95,True,-0.000899,0.001888,0.048614,-0.060336,0.059778,0.5053
revised_long_ex_both,4,recovery,Manuf,95,True,0.003414,0.003176,0.027971,-0.026978,0.038249,0.5474
revised_long_ex_both,4,recovery,Enrgy,95,True,0.005984,-0.004226,0.057711,-0.048376,0.049111,0.4632
revised_long_ex_both,4,recovery,Chems,95,True,0.001681,0.003414,0.02942,-0.031496,0.035366,0.5158
revised_long_ex_both,4,recovery,BusEq,95,True,0.000142,-7.1e-05,0.037137,-0.044708,0.040532,0.4947
revised_long_ex_both,4,recovery,Telcm,95,True,0.004368,0.005057,0.037422,-0.036496,0.048756,0.5684
revised_long_ex_both,4,recovery,Utils,95,True,-0.002312,-0.000711,0.034148,-0.03734,0.035057,0.4842
revised_long_ex_both,4,recovery,Shops,95,True,-0.001049,0.003541,0.02862,-0.044139,0.030107,0.5579
revised_long_ex_both,4,recovery,Hlth,95,True,-0.004388,-0.009236,0.032859,-0.040683,0.034169,0.4105
revised_long_ex_both,4,recovery,Money,95,True,0.002831,-0.002485,0.027154,-0.027238,0.027256,0.4737
revised_long_ex_both,4,recovery,Other,95,True,0.00215,0.003234,0.016908,-0.021912,0.020955,0.5579
revised_long_ex_both,4,expansion,NoDur,680,True,-0.000511,4.6e-05,0.031059,-0.035082,0.032786,0.5015
revised_long_ex_both,4,expansion,Durbl,680,True,-0.0089,-0.008049,0.048237,-0.060755,0.042132,0.4088
revised_long_ex_both,4,expansion,Manuf,680,True,0.002632,0.001757,0.023972,-0.024039,0.027968,0.5485
revised_long_ex_both,4,expansion,Enrgy,680,True,0.001222,-0.00321,0.05253,-0.058057,0.060357,0.4662
revised_long_ex_both,4,expansion,Chems,680,True,-0.002781,-0.000967,0.03029,-0.03165,0.025237,0.4824
revised_long_ex_both,4,expansion,BusEq,680,True,0.003934,0.001907,0.031466,-0.032041,0.040808,0.5397
revised_long_ex_both,4,expansion,Telcm,680,True,-0.003241,-0.002633,0.0294,-0.037723,0.031127,0.4529
revised_long_ex_both,4,expansion,Utils,680,True,-0.000689,-0.001242,0.039816,-0.045715,0.046388,0.4838
revised_long_ex_both,4,expansion,Shops,680,True,-0.001564,-0.000371,0.024037,-0.030445,0.025439,0.4882
revised_long_ex_both,4,expansion,Hlth,680,True,0.001286,0.000616,0.030074,-0.031883,0.035211,0.5118
revised_long_ex_both,4,expansion,Money,680,True,-0.00051,-0.000573,0.026652,-0.029347,0.029015,0.4941
revised_long_ex_both,4,expansion,Other,680,True,-0.002198,-0.002196,0.017676,-0.022781,0.018431,0.425
revised_long_ex_both,4,slowdown,NoDur,666,True,-0.003353,-0.005189,0.034227,-0.041062,0.035751,0.4324
revised_long_ex_both,4,slowdown,Durbl,666,True,0.005108,-0.00231,0.066776,-0.053725,0.066875,0.464
revised_long_ex_both,4,slowdown,Manuf,666,True,0.000521,9.4e-05,0.02357,-0.028415,0.02591,0.5015
revised_long_ex_both,4,slowdown,Enrgy,666,True,0.00084,-0.003721,0.052691,-0.061478,0.067522,0.464
revised_long_ex_both,4,slowdown,Chems,666,True,-0.002089,-0.004252,0.034564,-0.037,0.032467,0.4505
