sample,horizon_weeks,phase,industry,observations,sufficient,mean,median,sd,p10,p90,share_positive
revised_overlap,26,expansion,Shops,250,True,-0.000216,-0.007964,0.055202,-0.067891,0.076125,0.448
revised_overlap,26,expansion,Hlth,250,True,0.011769,0.016591,0.066951,-0.073011,0.092247,0.572
revised_overlap,26,expansion,Money,250,True,0.002854,0.001928,0.05894,-0.072784,0.071406,0.52
revised_overlap,26,expansion,Other,250,True,-0.015074,-0.009428,0.037681,-0.053154,0.02585,0.304
revised_overlap,26,slowdown,NoDur,340,True,-0.031302,-0.031276,0.080415,-0.134473,0.074699,0.3912
revised_overlap,26,slowdown,Durbl,340,True,0.010195,-0.027202,0.19154,-0.179335,0.240219,0.4088
revised_overlap,26,slowdown,Manuf,340,True,-0.002274,-0.007998,0.068367,-0.075451,0.067673,0.4471
revised_overlap,26,slowdown,Enrgy,340,True,-0.038542,-0.054046,0.146169,-0.187992,0.149505,0.3441
revised_overlap,26,slowdown,Chems,340,True,-0.041537,-0.036781,0.069278,-0.122924,0.039423,0.2735
revised_overlap,26,slowdown,BusEq,340,True,0.037071,0.033882,0.057846,-0.035083,0.105831,0.7765
revised_overlap,26,slowdown,Telcm,340,True,-0.033456,-0.02162,0.077796,-0.146385,0.05565,0.3324
revised_overlap,26,slowdown,Utils,340,True,-0.010771,-0.00678,0.093987,-0.126932,0.116029,0.4559
revised_overlap,26,slowdown,Shops,340,True,0.002103,0.002409,0.049915,-0.054567,0.063912,0.5265
revised_overlap,26,slowdown,Hlth,340,True,-0.023535,-0.022361,0.067935,-0.112817,0.064919,0.3324
revised_overlap,26,slowdown,Money,340,True,-0.008148,-0.006982,0.065767,-0.079382,0.061751,0.4676
revised_overlap,26,slowdown,Other,340,True,-0.014262,-0.010873,0.040607,-0.062407,0.03005,0.35
revised_overlap,26,contraction,NoDur,28,True,-0.08809,-0.080443,0.033498,-0.13953,-0.057832,0.0
revised_overlap,26,contraction,Durbl,28,True,0.609622,0.684065,0.369646,0.154055,1.069511,1.0
revised_overlap,26,contraction,Manuf,28,True,-0.027719,-0.01937,0.099679,-0.133804,0.091146,0.4643
revised_overlap,26,contraction,Enrgy,28,True,-0.307179,-0.313879,0.069368,-0.381508,-0.210763,0.0
revised_overlap,26,contraction,Chems,28,True,-0.011011,-0.013103,0.021396,-0.037209,0.014009,0.3571
revised_overlap,26,contraction,BusEq,28,True,0.10037,0.112244,0.041896,0.032935,0.146978,1.0
revised_overlap,26,contraction,Telcm,28,True,-0.088898,-0.076141,0.041317,-0.160961,-0.052136,0.0
revised_overlap,26,contraction,Utils,28,True,-0.151938,-0.152871,0.058818,-0.235229,-0.085048,0.0
revised_overlap,26,contraction,Shops,28,True,0.088718,0.105181,0.073677,-0.005882,0.174392,0.8929
revised_overlap,26,contraction,Hlth,28,True,-0.051042,-0.080634,0.096141,-0.171479,0.060621,0.4643
revised_overlap,26,contraction,Money,28,True,-0.129751,-0.142913,0.063028,-0.195909,-0.03597,0.0
revised_overlap,26,contraction,Other,28,True,0.005636,0.034903,0.071196,-0.076201,0.084721,0.5357
real_time_overlap,4,recovery,NoDur,34,True,-0.012652,-0.008843,0.020171,-0.039404,0.014712,0.2353
real_time_overlap,4,recovery,Durbl,34,True,0.073115,0.063101,0.103271,-0.037518,0.229562,0.7059
real_time_overlap,4,recovery,Manuf,34,True,0.005862,0.001405,0.023692,-0.021708,0.04087,0.5294
real_time_overlap,4,recovery,Enrgy,34,True,0.002038,-0.028067,0.117536,-0.124353,0.164066,0.4118
real_time_overlap,4,recovery,Chems,34,True,-0.013784,-0.013243,0.026659,-0.043085,0.024225,0.2647
real_time_overlap,4,recovery,BusEq,34,True,0.005515,0.006438,0.023484,-0.026532,0.036704,0.6176
real_time_overlap,4,recovery,Telcm,34,True,-0.011488,-0.010748,0.034297,-0.055332,0.032429,0.3824
real_time_overlap,4,recovery,Utils,34,True,-0.021585,-0.013248,0.041168,-0.073881,0.032039,0.3529
real_time_overlap,4,recovery,Shops,34,True,-0.008572,-0.003008,0.023117,-0.037706,0.020226,0.4118
real_time_overlap,4,recovery,Hlth,34,True,-0.011716,-0.010234,0.02496,-0.040815,0.016887,0.3529
real_time_overlap,4,recovery,Money,34,True,0.004226,-0.003876,0.032648,-0.027303,0.050466,0.4412
real_time_overlap,4,recovery,Other,34,True,0.007061,0.001638,0.018237,-0.011846,0.026157,0.5294
real_time_overlap,4,expansion,NoDur,282,True,-0.000595,-0.005696,0.03325,-0.035822,0.040044,0.4184
real_time_overlap,4,expansion,Durbl,282,True,-0.016062,-0.010296,0.06644,-0.093474,0.041445,0.3865
real_time_overlap,4,expansion,Manuf,282,True,0.001801,0.000445,0.025537,-0.025577,0.024408,0.5142
real_time_overlap,4,expansion,Enrgy,282,True,0.001581,-0.008564,0.069065,-0.079788,0.089836,0.4468
real_time_overlap,4,expansion,Chems,282,True,-0.001331,-0.002571,0.026896,-0.029605,0.032265,0.4504
real_time_overlap,4,expansion,BusEq,282,True,0.001995,0.001438,0.021565,-0.024977,0.025246,0.5461
real_time_overlap,4,expansion,Telcm,282,True,-0.002762,-0.004582,0.03434,-0.039142,0.037441,0.4291
real_time_overlap,4,expansion,Utils,282,True,0.000547,-0.000749,0.040732,-0.04548,0.048729,0.4965
real_time_overlap,4,expansion,Shops,282,True,-0.001463,-0.000892,0.021427,-0.02721,0.025393,0.4645
real_time_overlap,4,expansion,Hlth,282,True,0.002489,0.003929,0.029428,-0.033312,0.036265,0.5816
real_time_overlap,4,expansion,Money,282,True,0.004007,0.003768,0.0229,-0.023461,0.029381,0.578
real_time_overlap,4,expansion,Other,282,True,-0.001285,-0.00154,0.016834,-0.022793,0.01895,0.4362
real_time_overlap,4,slowdown,NoDur,334,True,-0.007288,-0.007821,0.031929,-0.048019,0.028608,0.4281
real_time_overlap,4,slowdown,Durbl,334,True,0.011807,-0.001755,0.07984,-0.061747,0.102423,0.479
real_time_overlap,4,slowdown,Manuf,334,True,-0.000818,-0.000527,0.024286,-0.031292,0.025612,0.497
real_time_overlap,4,slowdown,Enrgy,334,True,-0.007226,-0.011923,0.059196,-0.069294,0.057963,0.3892
real_time_overlap,4,slowdown,Chems,334,True,-0.008086,-0.008491,0.028572,-0.042825,0.023065,0.3713
real_time_overlap,4,slowdown,BusEq,334,True,0.007781,0.007394,0.023203,-0.020161,0.035978,0.6527
real_time_overlap,4,slowdown,Telcm,334,True,-0.008642,-0.005991,0.032653,-0.049683,0.029995,0.4102
real_time_overlap,4,slowdown,Utils,334,True,-0.002375,-0.002326,0.040543,-0.05248,0.049993,0.4731
real_time_overlap,4,slowdown,Shops,334,True,0.000803,0.000982,0.019307,-0.021133,0.02415,0.515
real_time_overlap,4,slowdown,Hlth,334,True,-0.004754,-0.003912,0.032232,-0.044435,0.036128,0.4192
real_time_overlap,4,slowdown,Money,334,True,-0.003789,-0.005233,0.029361,-0.037265,0.027799,0.4311
real_time_overlap,4,slowdown,Other,334,True,-0.003401,-0.002773,0.017779,-0.023667,0.015771,0.4192
real_time_overlap,4,contraction,NoDur,18,True,-0.023632,-0.0213,0.028433,-0.059235,0.008779,0.2222
real_time_overlap,4,contraction,Durbl,18,True,0.0868,0.085944,0.079009,-0.003493,0.208362,0.8889
real_time_overlap,4,contraction,Manuf,18,True,-0.006043,-0.015074,0.047933,-0.061093,0.058486,0.3333
real_time_overlap,4,contraction,Enrgy,18,True,-0.035879,-0.026899,0.087652,-0.145941,0.057338,0.3333
real_time_overlap,4,contraction,Chems,18,True,-0.005345,-0.009447,0.02168,-0.026309,0.022547,0.2778
real_time_overlap,4,contraction,BusEq,18,True,0.017127,0.017191,0.025351,-0.011955,0.047939,0.7222
real_time_overlap,4,contraction,Telcm,18,True,-0.019842,-0.021275,0.022261,-0.047003,0.008331,0.2778
real_time_overlap,4,contraction,Utils,18,True,-0.028957,-0.010551,0.044238,-0.079103,0.013525,0.3889
real_time_overlap,4,contraction,Shops,18,True,0.018364,0.024604,0.024972,-0.015282,0.049942,0.6667
real_time_overlap,4,contraction,Hlth,18,True,-0.016661,-0.016718,0.035467,-0.055151,0.016119,0.3333
real_time_overlap,4,contraction,Money,18,True,-0.018122,-0.016414,0.040332,-0.073732,0.031766,0.2778
real_time_overlap,4,contraction,Other,18,True,0.001441,-0.000229,0.022639,-0.0266,0.032928,0.5
real_time_overlap,13,recovery,NoDur,34,True,-0.032883,-0.032418,0.027882,-0.068572,0.000603,0.1176
real_time_overlap,13,recovery,Durbl,34,True,0.169176,0.184062,0.235003,-0.124099,0.540378,0.6765
real_time_overlap,13,recovery,Manuf,34,True,0.032251,0.032788,0.035998,-0.019337,0.078288,0.7941
real_time_overlap,13,recovery,Enrgy,34,True,0.101004,0.122354,0.182193,-0.202841,0.293493,0.7941
real_time_overlap,13,recovery,Chems,34,True,-0.043981,-0.05093,0.043574,-0.112609,0.006521,0.2353
real_time_overlap,13,recovery,BusEq,34,True,0.001849,-0.000299,0.027544,-0.035668,0.038926,0.5
real_time_overlap,13,recovery,Telcm,34,True,-0.023799,-0.019091,0.028487,-0.056547,0.01051,0.2353
real_time_overlap,13,recovery,Utils,34,True,-0.05519,-0.043551,0.053164,-0.135927,0.002127,0.1765
real_time_overlap,13,recovery,Shops,34,True,-0.038029,-0.04072,0.039602,-0.088083,0.006493,0.2059
real_time_overlap,13,recovery,Hlth,34,True,-0.032884,-0.033365,0.031968,-0.076109,0.004061,0.1471
real_time_overlap,13,recovery,Money,34,True,0.040669,0.040492,0.049762,-0.024394,0.107462,0.7059
real_time_overlap,13,recovery,Other,34,True,0.019529,0.018314,0.026646,-0.013923,0.050699,0.8235
real_time_overlap,13,expansion,NoDur,275,True,-0.015945,-0.018482,0.056571,-0.083862,0.05564,0.3527
real_time_overlap,13,expansion,Durbl,275,True,-0.011859,-0.013607,0.116791,-0.120695,0.110484,0.4218
real_time_overlap,13,expansion,Manuf,275,True,-0.001422,-0.004685,0.036863,-0.042245,0.036727,0.4182
real_time_overlap,13,expansion,Enrgy,275,True,-0.019609,-0.032461,0.117922,-0.138584,0.10233,0.3091
real_time_overlap,13,expansion,Chems,275,True,-0.017495,-0.012779,0.048085,-0.075818,0.042066,0.3491
real_time_overlap,13,expansion,BusEq,275,True,0.017071,0.015616,0.036482,-0.029877,0.061877,0.7018
real_time_overlap,13,expansion,Telcm,275,True,-0.021177,-0.014375,0.065365,-0.102222,0.054209,0.3782
real_time_overlap,13,expansion,Utils,275,True,-0.002123,-0.007185,0.068367,-0.078629,0.088295,0.4727
real_time_overlap,13,expansion,Shops,275,True,-0.000463,-0.00278,0.035167,-0.044908,0.046328,0.4655
real_time_overlap,13,expansion,Hlth,275,True,-0.006443,0.003894,0.053314,-0.08082,0.051187,0.5273
real_time_overlap,13,expansion,Money,275,True,0.003454,-0.001247,0.036661,-0.034871,0.040243,0.4909
real_time_overlap,13,expansion,Other,275,True,-0.007848,-0.006392,0.032928,-0.048275,0.03083,0.3927
real_time_overlap,13,slowdown,NoDur,332,True,-0.015695,-0.017483,0.057966,-0.087967,0.061651,0.3645
real_time_overlap,13,slowdown,Durbl,332,True,0.007673,-0.013304,0.136592,-0.123856,0.1751,0.4036
real_time_overlap,13,slowdown,Manuf,332,True,-0.003326,0.002154,0.043317,-0.057451,0.042095,0.509
real_time_overlap,13,slowdown,Enrgy,332,True,-0.012232,-0.032297,0.118525,-0.128148,0.141166,0.3735
real_time_overlap,13,slowdown,Chems,332,True,-0.01914,-0.016419,0.050446,-0.086004,0.043937,0.3614
real_time_overlap,13,slowdown,BusEq,332,True,0.019649,0.017104,0.042976,-0.03567,0.070574,0.6596
real_time_overlap,13,slowdown,Telcm,332,True,-0.019894,-0.011945,0.054764,-0.092791,0.041898,0.3735
real_time_overlap,13,slowdown,Utils,332,True,-0.008976,-0.0088,0.067562,-0.084405,0.084479,0.4247
real_time_overlap,13,slowdown,Shops,332,True,0.0009,-0.000778,0.038647,-0.048432,0.049628,0.494
real_time_overlap,13,slowdown,Hlth,332,True,-0.004375,-0.002798,0.055697,-0.074278,0.059995,0.4759
real_time_overlap,13,slowdown,Money,332,True,-0.005883,-0.004046,0.049112,-0.060482,0.048375,0.4608
real_time_overlap,13,slowdown,Other,332,True,-0.008564,-0.007926,0.029888,-0.043805,0.027588,0.3735
real_time_overlap,13,contraction,NoDur,18,True,-0.048052,-0.048922,0.04916,-0.111384,-0.000154,0.1111
real_time_overlap,13,contraction,Durbl,18,True,0.358755,0.390396,0.187819,0.017305,0.538785,0.9444
real_time_overlap,13,contraction,Manuf,18,True,-0.009895,-0.002394,0.06155,-0.107245,0.042407,0.4444
real_time_overlap,13,contraction,Enrgy,18,True,-0.190505,-0.210637,0.090169,-0.292506,-0.053132,0.0
real_time_overlap,13,contraction,Chems,18,True,0.00615,0.01239,0.035669,-0.032059,0.04786,0.6111
real_time_overlap,13,contraction,BusEq,18,True,0.049785,0.045136,0.032516,0.008955,0.082834,1.0
real_time_overlap,13,contraction,Telcm,18,True,-0.051268,-0.045988,0.041366,-0.097245,-0.00232,0.0556
real_time_overlap,13,contraction,Utils,18,True,-0.096427,-0.092483,0.057841,-0.162084,-0.025697,0.0556
real_time_overlap,13,contraction,Shops,18,True,0.062036,0.058894,0.038305,0.028367,0.119227,0.9444
real_time_overlap,13,contraction,Hlth,18,True,-0.045866,-0.065114,0.080639,-0.109628,0.092321,0.1667
real_time_overlap,13,contraction,Money,18,True,-0.076368,-0.070243,0.038016,-0.125788,-0.027403,0.0
real_time_overlap,13,contraction,Other,18,True,0.016971,0.029043,0.049973,-0.071791,0.06869,0.7222
real_time_overlap,26,recovery,NoDur,34,True,-0.060911,-0.064586,0.032479,-0.09941,-0.017538,0.0
real_time_overlap,26,recovery,Durbl,34,True,0.228711,0.240426,0.368555,-0.174627,0.879846,0.6471
real_time_overlap,26,recovery,Manuf,34,True,0.055647,0.06372,0.06269,-0.058527,0.123868,0.8529
real_time_overlap,26,recovery,Enrgy,34,True,0.241789,0.255178,0.227469,-0.049844,0.513156,0.7647
real_time_overlap,26,recovery,Chems,34,True,-0.083668,-0.086313,0.031693,-0.128489,-0.042826,0.0
real_time_overlap,26,recovery,BusEq,34,True,0.004796,-0.005419,0.044612,-0.040273,0.057701,0.4412
real_time_overlap,26,recovery,Telcm,34,True,-0.057897,-0.060541,0.038154,-0.103998,-0.006536,0.0588
real_time_overlap,26,recovery,Utils,34,True,-0.099967,-0.111169,0.050937,-0.164197,-0.042114,0.0
real_time_overlap,26,recovery,Shops,34,True,-0.064997,-0.067688,0.046321,-0.123573,0.001935,0.1471
real_time_overlap,26,recovery,Hlth,34,True,-0.06299,-0.059,0.032413,-0.100262,-0.012048,0.0294
real_time_overlap,26,recovery,Money,34,True,0.097469,0.104392,0.077343,0.001917,0.179632,0.8824
real_time_overlap,26,recovery,Other,34,True,0.031523,0.046125,0.043026,-0.046985,0.072417,0.8529
real_time_overlap,26,expansion,NoDur,265,True,-0.02526,-0.011222,0.081066,-0.130381,0.069622,0.4226
real_time_overlap,26,expansion,Durbl,265,True,-0.014455,-0.029465,0.152933,-0.174205,0.204175,0.3623
real_time_overlap,26,expansion,Manuf,265,True,-0.008626,-0.013196,0.044462,-0.064858,0.052245,0.434
real_time_overlap,26,expansion,Enrgy,265,True,-0.008499,-0.062691,0.206551,-0.186595,0.232011,0.3321
real_time_overlap,26,expansion,Chems,265,True,-0.029525,-0.020902,0.068113,-0.108788,0.049378,0.3132
real_time_overlap,26,expansion,BusEq,265,True,0.029083,0.026756,0.049608,-0.037161,0.091028,0.766
real_time_overlap,26,expansion,Telcm,265,True,-0.042635,-0.038389,0.080385,-0.145924,0.058985,0.3057
real_time_overlap,26,expansion,Utils,265,True,-0.000631,0.001285,0.098616,-0.127072,0.13443,0.5019
real_time_overlap,26,expansion,Shops,265,True,0.004542,4.9e-05,0.054624,-0.06813,0.07866,0.5019
real_time_overlap,26,expansion,Hlth,265,True,0.000747,0.003936,0.065498,-0.079902,0.080742,0.5132
real_time_overlap,26,expansion,Money,265,True,0.002677,0.004769,0.055811,-0.061035,0.065199,0.5245
real_time_overlap,26,expansion,Other,265,True,-0.017015,-0.009513,0.037029,-0.051634,0.024233,0.2906
real_time_overlap,26,slowdown,NoDur,330,True,-0.031407,-0.035341,0.07845,-0.128571,0.074699,0.3576
real_time_overlap,26,slowdown,Durbl,330,True,0.017433,-0.021105,0.207902,-0.188423,0.249832,0.4364
real_time_overlap,26,slowdown,Manuf,330,True,-0.001697,-0.006163,0.076507,-0.085903,0.079847,0.4636
real_time_overlap,26,slowdown,Enrgy,330,True,-0.05353,-0.067661,0.156991,-0.221688,0.104363,0.3242
real_time_overlap,26,slowdown,Chems,330,True,-0.035198,-0.029473,0.064555,-0.110286,0.038274,0.2879
real_time_overlap,26,slowdown,BusEq,330,True,0.040574,0.036762,0.060234,-0.039339,0.117776,0.7758
real_time_overlap,26,slowdown,Telcm,330,True,-0.030511,-0.018699,0.07503,-0.148586,0.053562,0.3485
real_time_overlap,26,slowdown,Utils,330,True,-0.015457,-0.014845,0.092059,-0.124912,0.094394,0.4182
real_time_overlap,26,slowdown,Shops,330,True,0.003785,0.003035,0.055342,-0.055923,0.075258,0.5121
real_time_overlap,26,slowdown,Hlth,330,True,-0.012997,-0.015977,0.07137,-0.099462,0.083582,0.4
real_time_overlap,26,slowdown,Money,330,True,-0.012303,-0.00548,0.074547,-0.117791,0.068404,0.4606
real_time_overlap,26,slowdown,Other,330,True,-0.012315,-0.011292,0.040867,-0.059942,0.034905,0.3636
real_time_overlap,26,contraction,NoDur,18,True,-0.08682,-0.075856,0.039037,-0.132912,-0.052136,0.0
real_time_overlap,26,contraction,Durbl,18,True,0.822912,0.878776,0.22411,0.560387,1.069511,1.0
real_time_overlap,26,contraction,Manuf,18,True,0.032178,0.055052,0.083573,-0.117357,0.115778,0.7778
real_time_overlap,26,contraction,Enrgy,18,True,-0.297074,-0.31517,0.099023,-0.384078,-0.203129,0.0
real_time_overlap,26,contraction,Chems,18,True,-0.00905,-0.013118,0.019403,-0.026122,0.014009,0.3889
real_time_overlap,26,contraction,BusEq,18,True,0.071724,0.07954,0.051103,0.019443,0.123242,0.9444
real_time_overlap,26,contraction,Telcm,18,True,-0.083841,-0.069753,0.052695,-0.160961,-0.025434,0.0556
real_time_overlap,26,contraction,Utils,18,True,-0.165181,-0.160325,0.050762,-0.235229,-0.104876,0.0
real_time_overlap,26,contraction,Shops,18,True,0.042401,0.023836,0.088047,-0.058526,0.178575,0.7222
real_time_overlap,26,contraction,Hlth,18,True,-0.106304,-0.117458,0.07618,-0.180169,-0.008543,0.1111
real_time_overlap,26,contraction,Money,18,True,-0.08161,-0.082552,0.076592,-0.177963,0.00283,0.1111
real_time_overlap,26,contraction,Other,18,True,0.049973,0.070525,0.054823,-0.057327,0.085872,0.8333
revised_long_ex_covid,4,recovery,NoDur,125,True,0.00149,0.002448,0.025871,-0.030698,0.033096,0.552
revised_long_ex_covid,4,recovery,Durbl,125,True,0.006612,0.005844,0.049662,-0.042386,0.062082,0.56
revised_long_ex_covid,4,recovery,Manuf,125,True,0.004898,0.004767,0.026757,-0.025809,0.036324,0.608
revised_long_ex_covid,4,recovery,Enrgy,125,True,0.002513,-0.004585,0.052877,-0.045067,0.048551,0.448
revised_long_ex_covid,4,recovery,Chems,125,True,0.002264,0.003414,0.028576,-0.030692,0.036926,0.512
revised_long_ex_covid,4,recovery,BusEq,125,True,0.001106,0.001309,0.03321,-0.038522,0.033759,0.536
revised_long_ex_covid,4,recovery,Telcm,125,True,0.003178,0.002798,0.035443,-0.03556,0.04359,0.552
revised_long_ex_covid,4,recovery,Utils,125,True,-0.003601,-0.004303,0.033513,-0.038913,0.038329,0.424
revised_long_ex_covid,4,recovery,Shops,125,True,-0.001465,0.000623,0.025703,-0.040841,0.028982,0.528
revised_long_ex_covid,4,recovery,Hlth,125,True,-0.003571,-0.007392,0.031632,-0.039347,0.033421,0.4
revised_long_ex_covid,4,recovery,Money,125,True,0.002438,-0.005,0.029101,-0.026806,0.028606,0.432
revised_long_ex_covid,4,recovery,Other,125,True,0.002476,0.003054,0.018964,-0.02334,0.02144,0.552
revised_long_ex_covid,4,expansion,NoDur,680,True,-0.000511,4.6e-05,0.031059,-0.035082,0.032786,0.5015
revised_long_ex_covid,4,expansion,Durbl,680,True,-0.0089,-0.008049,0.048237,-0.060755,0.042132,0.4088
revised_long_ex_covid,4,expansion,Manuf,680,True,0.002632,0.001757,0.023972,-0.024039,0.027968,0.5485
revised_long_ex_covid,4,expansion,Enrgy,680,True,0.001222,-0.00321,0.05253,-0.058057,0.060357,0.4662
revised_long_ex_covid,4,expansion,Chems,680,True,-0.002781,-0.000967,0.03029,-0.03165,0.025237,0.4824
revised_long_ex_covid,4,expansion,BusEq,680,True,0.003934,0.001907,0.031466,-0.032041,0.040808,0.5397
revised_long_ex_covid,4,expansion,Telcm,680,True,-0.003241,-0.002633,0.0294,-0.037723,0.031127,0.4529
revised_long_ex_covid,4,expansion,Utils,680,True,-0.000689,-0.001242,0.039816,-0.045715,0.046388,0.4838
revised_long_ex_covid,4,expansion,Shops,680,True,-0.001564,-0.000371,0.024037,-0.030445,0.025439,0.4882
revised_long_ex_covid,4,expansion,Hlth,680,True,0.001286,0.000616,0.030074,-0.031883,0.035211,0.5118
revised_long_ex_covid,4,expansion,Money,680,True,-0.00051,-0.000573,0.026652,-0.029347,0.029015,0.4941
revised_long_ex_covid,4,expansion,Other,680,True,-0.002198,-0.002196,0.017676,-0.022781,0.018431,0.425
revised_long_ex_covid,4,slowdown,NoDur,669,True,-0.003418,-0.005556,0.034165,-0.040807,0.035697,0.4305
revised_long_ex_covid,4,slowdown,Durbl,669,True,0.00526,-0.002214,0.066664,-0.05365,0.066523,0.4664
revised_long_ex_covid,4,slowdown,Manuf,669,True,0.000612,0.000103,0.023598,-0.028357,0.026221,0.5022
revised_long_ex_covid,4,slowdown,Enrgy,669,True,0.000736,-0.00377,0.052651,-0.061576,0.067433,0.4634
revised_long_ex_covid,4,slowdown,Chems,669,True,-0.002078,-0.004212,0.034514,-0.036921,0.032453,0.4514
revised_long_ex_covid,4,slowdown,BusEq,669,True,0.003156,0.002894,0.035053,-0.034759,0.043198,0.5486
revised_long_ex_covid,4,slowdown,Telcm,669,True,-0.003902,-0.004124,0.033708,-0.044047,0.033998,0.4559
revised_long_ex_covid,4,slowdown,Utils,669,True,-0.00047,-0.002337,0.045195,-0.050816,0.055252,0.4798
revised_long_ex_covid,4,slowdown,Shops,669,True,0.000505,-0.000954,0.025399,-0.025831,0.028899,0.4813
revised_long_ex_covid,4,slowdown,Hlth,669,True,-0.000709,-0.00194,0.033842,-0.038928,0.039265,0.4649
revised_long_ex_covid,4,slowdown,Money,669,True,0.002029,0.001708,0.028886,-0.030884,0.032901,0.5232
revised_long_ex_covid,4,slowdown,Other,669,True,-0.002952,-0.002489,0.017404,-0.023748,0.016303,0.432
revised_long_ex_covid,4,contraction,NoDur,139,True,0.007422,0.011199,0.039149,-0.044062,0.053939,0.6115
revised_long_ex_covid,4,contraction,Durbl,139,True,0.003001,-0.004046,0.071214,-0.074887,0.068739,0.4676
revised_long_ex_covid,4,contraction,Manuf,139,True,0.000819,-0.000667,0.036013,-0.044036,0.047676,0.4892
revised_long_ex_covid,4,contraction,Enrgy,139,True,0.001398,0.003774,0.056727,-0.066961,0.070544,0.5252
revised_long_ex_covid,4,contraction,Chems,139,True,0.002898,0.003874,0.03344,-0.036267,0.042195,0.554
revised_long_ex_covid,4,contraction,BusEq,139,True,0.000966,0.010445,0.049396,-0.061386,0.050662,0.5755
revised_long_ex_covid,4,contraction,Telcm,139,True,-0.005706,-0.00702,0.034078,-0.042563,0.042363,0.4173
revised_long_ex_covid,4,contraction,Utils,139,True,0.004437,0.001907,0.051201,-0.060702,0.065845,0.5108
revised_long_ex_covid,4,contraction,Shops,139,True,0.009164,0.006165,0.027366,-0.020866,0.047419,0.6331
revised_long_ex_covid,4,contraction,Hlth,139,True,0.005184,0.003905,0.043539,-0.042948,0.056883,0.5468
revised_long_ex_covid,4,contraction,Money,139,True,-0.003646,-0.004366,0.053997,-0.068977,0.049234,0.446
revised_long_ex_covid,4,contraction,Other,139,True,-0.002927,-0.00396,0.028419,-0.040618,0.031289,0.4676
revised_long_ex_covid,13,recovery,NoDur,125,True,0.005459,0.001766,0.036817,-0.034913,0.058121,0.528
revised_long_ex_covid,13,recovery,Durbl,125,True,0.021648,0.030297,0.081846,-0.082391,0.112538,0.624
revised_long_ex_covid,13,recovery,Manuf,125,True,0.019071,0.017805,0.03705,-0.024892,0.06778,0.744
revised_long_ex_covid,13,recovery,Enrgy,125,True,0.00859,0.004202,0.06147,-0.055993,0.077983,0.52
revised_long_ex_covid,13,recovery,Chems,125,True,0.00868,0.005018,0.034747,-0.028359,0.052271,0.568
revised_long_ex_covid,13,recovery,BusEq,125,True,0.00663,0.001313,0.04678,-0.043435,0.067748,0.528
revised_long_ex_covid,13,recovery,Telcm,125,True,0.015641,0.012346,0.061596,-0.05747,0.080812,0.584
revised_long_ex_covid,13,recovery,Utils,125,True,-0.00939,-0.004622,0.0512,-0.080827,0.059783,0.464
revised_long_ex_covid,13,recovery,Shops,125,True,-0.007248,0.002911,0.040134,-0.06205,0.034778,0.536
revised_long_ex_covid,13,recovery,Hlth,125,True,-0.013783,-0.008454,0.046648,-0.070535,0.030737,0.376
revised_long_ex_covid,13,recovery,Money,125,True,0.001364,-0.003163,0.045969,-0.055245,0.049985,0.472
revised_long_ex_covid,13,recovery,Other,125,True,0.005882,0.00134,0.03068,-0.031197,0.051297,0.536
revised_long_ex_covid,13,expansion,NoDur,671,True,-0.005208,-0.006227,0.055297,-0.071211,0.062894,0.4531
revised_long_ex_covid,13,expansion,Durbl,671,True,-0.02168,-0.023135,0.086615,-0.11204,0.073335,0.3562
revised_long_ex_covid,13,expansion,Manuf,671,True,0.003628,0.004083,0.040904,-0.050299,0.050281,0.538
revised_long_ex_covid,13,expansion,Enrgy,671,True,-0.00012,-0.004332,0.099591,-0.106478,0.108373,0.4724
revised_long_ex_covid,13,expansion,Chems,671,True,-0.012159,-0.007698,0.052992,-0.06954,0.041316,0.4218
revised_long_ex_covid,13,expansion,BusEq,671,True,0.009985,0.00764,0.061196,-0.059312,0.076801,0.5753
revised_long_ex_covid,13,expansion,Telcm,671,True,-0.005859,-0.008772,0.06212,-0.076297,0.067392,0.4322
revised_long_ex_covid,13,expansion,Utils,671,True,0.000111,0.000958,0.070082,-0.082306,0.088207,0.5097
revised_long_ex_covid,13,expansion,Shops,671,True,-0.003019,-0.004186,0.03869,-0.04834,0.046388,0.4456
revised_long_ex_covid,13,expansion,Hlth,671,True,0.005902,0.008094,0.052303,-0.063222,0.067588,0.5768
revised_long_ex_covid,13,expansion,Money,671,True,0.00196,-0.0003,0.044699,-0.050112,0.050526,0.4993
revised_long_ex_covid,13,expansion,Other,671,True,-0.00703,-0.005321,0.031093,-0.048823,0.02869,0.4024
revised_long_ex_covid,13,slowdown,NoDur,669,True,-0.00758,-0.010841,0.068546,-0.087534,0.074741,0.4006
revised_long_ex_covid,13,slowdown,Durbl,669,True,0.008382,-0.011197,0.111033,-0.093322,0.140279,0.435
revised_long_ex_covid,13,slowdown,Manuf,669,True,0.003896,0.002427,0.044082,-0.045855,0.051627,0.5277
revised_long_ex_covid,13,slowdown,Enrgy,669,True,0.006318,-0.005785,0.096674,-0.103521,0.13286,0.4783
revised_long_ex_covid,13,slowdown,Chems,669,True,-0.004148,-0.005949,0.059847,-0.071321,0.068958,0.4559
revised_long_ex_covid,13,slowdown,BusEq,669,True,0.012417,0.01504,0.067152,-0.059953,0.083517,0.6203
