sample,horizon_weeks,phase,industry,weeks,observations,mean,effect_versus_all_weeks,p_value,bh_rank,survives_bh,survives_bonferroni
real_time_overlap,4,expansion,Durbl,288,282,-0.016062,-0.021377,0.0017,2.0,True,False
real_time_overlap,4,expansion,Manuf,288,282,0.001801,0.000823,0.7918,45.0,False,False
real_time_overlap,4,expansion,Enrgy,288,282,0.001581,0.0051,0.4846,37.0,False,False
real_time_overlap,4,expansion,Chems,288,282,-0.001331,0.003928,0.0546,7.0,False,False
real_time_overlap,4,expansion,BusEq,288,282,0.001995,-0.00317,0.0956,12.0,False,False
real_time_overlap,4,expansion,Telcm,288,282,-0.002762,0.003614,0.198,21.0,False,False
real_time_overlap,4,expansion,Utils,288,282,0.000547,0.003468,0.2218,23.0,False,False
real_time_overlap,4,expansion,Shops,288,282,-0.001463,-0.001276,0.4812,36.0,False,False
real_time_overlap,4,expansion,Hlth,288,282,0.002489,0.004454,0.0785,9.0,False,False
real_time_overlap,4,expansion,Money,288,282,0.004007,0.004304,0.0461,6.0,False,False
real_time_overlap,4,expansion,Other,288,282,-0.001285,0.000527,0.7014,43.0,False,False
real_time_overlap,4,slowdown,NoDur,338,334,-0.007288,-0.002381,0.2628,28.0,False,False
real_time_overlap,4,slowdown,Durbl,338,334,0.011807,0.006493,0.2321,25.0,False,False
real_time_overlap,4,slowdown,Manuf,338,334,-0.000818,-0.001796,0.4249,33.0,False,False
real_time_overlap,4,slowdown,Enrgy,338,334,-0.007226,-0.003707,0.4573,35.0,False,False
real_time_overlap,4,slowdown,Chems,338,334,-0.008086,-0.002827,0.1433,16.0,False,False
real_time_overlap,4,slowdown,BusEq,338,334,0.007781,0.002616,0.0887,11.0,False,False
real_time_overlap,4,slowdown,Telcm,338,334,-0.008642,-0.002266,0.3276,31.0,False,False
real_time_overlap,4,slowdown,Utils,338,334,-0.002375,0.000546,0.8413,46.0,False,False
real_time_overlap,4,slowdown,Shops,338,334,0.000803,0.000989,0.5017,38.0,False,False
real_time_overlap,4,slowdown,Hlth,338,334,-0.004754,-0.002789,0.1945,20.0,False,False
real_time_overlap,4,slowdown,Money,338,334,-0.003789,-0.003492,0.087,10.0,False,False
real_time_overlap,4,slowdown,Other,338,334,-0.003401,-0.001589,0.2611,27.0,False,False
real_time_overlap,4,contraction,NoDur,18,18,-0.023632,-0.018725,0.1706,18.0,False,False
real_time_overlap,4,contraction,Durbl,18,18,0.0868,0.081486,0.0188,3.0,False,False
real_time_overlap,4,contraction,Manuf,18,18,-0.006043,-0.007021,0.4522,34.0,False,False
real_time_overlap,4,contraction,Enrgy,18,18,-0.035879,-0.03236,0.1485,17.0,False,False
real_time_overlap,4,contraction,Chems,18,18,-0.005345,-8.6e-05,0.9915,48.0,False,False
real_time_overlap,4,contraction,BusEq,18,18,0.017127,0.011962,0.1826,19.0,False,False
real_time_overlap,4,contraction,Telcm,18,18,-0.019842,-0.013465,0.3055,29.0,False,False
real_time_overlap,4,contraction,Utils,18,18,-0.028957,-0.026036,0.1058,13.0,False,False
real_time_overlap,4,contraction,Shops,18,18,0.018364,0.018551,0.0324,4.0,False,False
real_time_overlap,4,contraction,Hlth,18,18,-0.016661,-0.014696,0.2287,24.0,False,False
real_time_overlap,4,contraction,Money,18,18,-0.018122,-0.017825,0.0631,8.0,False,False
real_time_overlap,4,contraction,Other,18,18,0.001441,0.003253,0.5256,40.0,False,False
real_time_overlap,13,recovery,NoDur,34,34,-0.032883,-0.016853,0.5973,32.0,False,False
real_time_overlap,13,recovery,Durbl,34,34,0.169176,0.152626,0.0017,1.0,True,False
real_time_overlap,13,recovery,Manuf,34,34,0.032251,0.030921,0.1724,12.0,False,False
real_time_overlap,13,recovery,Enrgy,34,34,0.101004,0.112073,0.0597,8.0,False,False
real_time_overlap,13,recovery,Chems,34,34,-0.043981,-0.026565,0.3242,20.0,False,False
real_time_overlap,13,recovery,BusEq,34,34,0.001849,-0.015661,0.2816,18.0,False,False
real_time_overlap,13,recovery,Telcm,34,34,-0.023799,-0.003743,0.9386,43.0,False,False
real_time_overlap,13,recovery,Utils,34,34,-0.05519,-0.045292,0.1894,13.0,False,False
real_time_overlap,13,recovery,Shops,34,34,-0.038029,-0.038212,0.041,5.0,False,False
real_time_overlap,13,recovery,Hlth,34,34,-0.032884,-0.025647,0.3413,21.0,False,False
real_time_overlap,13,recovery,Money,34,34,0.040669,0.042534,0.0614,9.0,False,False
real_time_overlap,13,recovery,Other,34,34,0.019529,0.025492,0.1331,11.0,False,False
real_time_overlap,13,expansion,NoDur,288,275,-0.015945,8.5e-05,0.9915,48.0,False,False
real_time_overlap,13,expansion,Durbl,288,275,-0.011859,-0.028408,0.0973,10.0,False,False
real_time_overlap,13,expansion,Manuf,288,275,-0.001422,-0.002752,0.7253,34.0,False,False
real_time_overlap,13,expansion,Enrgy,288,275,-0.019609,-0.00854,0.7423,36.0,False,False
real_time_overlap,13,expansion,Chems,288,275,-0.017495,-8e-05,0.9898,47.0,False,False
real_time_overlap,13,expansion,BusEq,288,275,0.017071,-0.000438,0.9061,42.0,False,False
real_time_overlap,13,expansion,Telcm,288,275,-0.021177,-0.001121,0.8669,38.0,False,False
real_time_overlap,13,expansion,Utils,288,275,-0.002123,0.007775,0.2986,19.0,False,False
real_time_overlap,13,expansion,Shops,288,275,-0.000463,-0.000645,0.8993,41.0,False,False
real_time_overlap,13,expansion,Hlth,288,275,-0.006443,0.000793,0.8515,37.0,False,False
real_time_overlap,13,expansion,Money,288,275,0.003454,0.005319,0.2543,16.0,False,False
real_time_overlap,13,expansion,Other,288,275,-0.007848,-0.001885,0.5461,29.0,False,False
real_time_overlap,13,slowdown,NoDur,338,332,-0.015695,0.000334,0.9556,45.0,False,False
real_time_overlap,13,slowdown,Durbl,338,332,0.007673,-0.008876,0.5222,28.0,False,False
real_time_overlap,13,slowdown,Manuf,338,332,-0.003326,-0.004657,0.343,22.0,False,False
real_time_overlap,13,slowdown,Enrgy,338,332,-0.012232,-0.001164,0.9403,44.0,False,False
real_time_overlap,13,slowdown,Chems,338,332,-0.01914,-0.001724,0.6809,33.0,False,False
real_time_overlap,13,slowdown,BusEq,338,332,0.019649,0.002139,0.5683,30.0,False,False
real_time_overlap,13,slowdown,Telcm,338,332,-0.019894,0.000162,0.9795,46.0,False,False
real_time_overlap,13,slowdown,Utils,338,332,-0.008976,0.000923,0.8874,40.0,False,False
real_time_overlap,13,slowdown,Shops,338,332,0.0009,0.000718,0.884,39.0,False,False
real_time_overlap,13,slowdown,Hlth,338,332,-0.004375,0.002861,0.5922,31.0,False,False
real_time_overlap,13,slowdown,Money,338,332,-0.005883,-0.004018,0.4352,24.0,False,False
real_time_overlap,13,slowdown,Other,338,332,-0.008564,-0.002602,0.4659,27.0,False,False
real_time_overlap,13,contraction,NoDur,18,18,-0.048052,-0.032022,0.4283,23.0,False,False
real_time_overlap,13,contraction,Durbl,18,18,0.358755,0.342205,0.0017,2.0,True,False
real_time_overlap,13,contraction,Manuf,18,18,-0.009895,-0.011225,0.7372,35.0,False,False
real_time_overlap,13,contraction,Enrgy,18,18,-0.190505,-0.179436,0.0512,6.0,False,False
real_time_overlap,13,contraction,Chems,18,18,0.00615,0.023566,0.4608,26.0,False,False
real_time_overlap,13,contraction,BusEq,18,18,0.049785,0.032275,0.2287,15.0,False,False
real_time_overlap,13,contraction,Telcm,18,18,-0.051268,-0.031212,0.4403,25.0,False,False
real_time_overlap,13,contraction,Utils,18,18,-0.096427,-0.086529,0.0529,7.0,False,False
real_time_overlap,13,contraction,Shops,18,18,0.062036,0.061854,0.0034,3.0,True,False
real_time_overlap,13,contraction,Hlth,18,18,-0.045866,-0.03863,0.2611,17.0,False,False
real_time_overlap,13,contraction,Money,18,18,-0.076368,-0.074503,0.0358,4.0,False,False
real_time_overlap,13,contraction,Other,18,18,0.016971,0.022933,0.1945,14.0,False,False
real_time_overlap,26,recovery,NoDur,34,34,-0.060911,-0.029455,0.6126,36.0,False,False
real_time_overlap,26,recovery,Durbl,34,34,0.228711,0.19305,0.0768,10.0,False,False
real_time_overlap,26,recovery,Manuf,34,34,0.055647,0.053977,0.2082,16.0,False,False
real_time_overlap,26,recovery,Enrgy,34,34,0.241789,0.265194,0.0392,3.0,False,False
real_time_overlap,26,recovery,Chems,34,34,-0.083668,-0.049241,0.3003,23.0,False,False
real_time_overlap,26,recovery,BusEq,34,34,0.004796,-0.030041,0.2679,18.0,False,False
real_time_overlap,26,recovery,Telcm,34,34,-0.057897,-0.019096,0.8038,42.0,False,False
real_time_overlap,26,recovery,Utils,34,34,-0.099967,-0.081953,0.2031,15.0,False,False
real_time_overlap,26,recovery,Shops,34,34,-0.064997,-0.066233,0.0785,11.0,False,False
real_time_overlap,26,recovery,Hlth,34,34,-0.06299,-0.04939,0.3208,25.0,False,False
real_time_overlap,26,recovery,Money,34,34,0.097469,0.10065,0.0154,2.0,False,False
real_time_overlap,26,recovery,Other,34,34,0.031523,0.042611,0.1468,13.0,False,False
real_time_overlap,26,expansion,NoDur,288,265,-0.02526,0.006196,0.6553,37.0,False,False
real_time_overlap,26,expansion,Durbl,288,265,-0.014455,-0.050115,0.0939,12.0,False,False
real_time_overlap,26,expansion,Manuf,288,265,-0.008626,-0.010297,0.5034,32.0,False,False
real_time_overlap,26,expansion,Enrgy,288,265,-0.008499,0.014906,0.7679,41.0,False,False
real_time_overlap,26,expansion,Chems,288,265,-0.029525,0.004902,0.5768,33.0,False,False
real_time_overlap,26,expansion,BusEq,288,265,0.029083,-0.005754,0.5017,31.0,False,False
real_time_overlap,26,expansion,Telcm,288,265,-0.042635,-0.003834,0.6092,34.0,False,False
real_time_overlap,26,expansion,Utils,288,265,-0.000631,0.017383,0.1536,14.0,False,False
real_time_overlap,26,expansion,Shops,288,265,0.004542,0.003306,0.7577,40.0,False,False
real_time_overlap,26,expansion,Hlth,288,265,0.000747,0.014348,0.0717,7.0,False,False
real_time_overlap,26,expansion,Money,288,265,0.002677,0.005858,0.4488,28.0,False,False
real_time_overlap,26,expansion,Other,288,265,-0.017015,-0.005926,0.2133,17.0,False,False
real_time_overlap,26,slowdown,NoDur,338,330,-0.031407,4.9e-05,0.9966,48.0,False,False
real_time_overlap,26,slowdown,Durbl,338,330,0.017433,-0.018227,0.4983,30.0,False,False
real_time_overlap,26,slowdown,Manuf,338,330,-0.001697,-0.003368,0.8038,43.0,False,False
real_time_overlap,26,slowdown,Enrgy,338,330,-0.05353,-0.030125,0.2816,20.0,False,False
real_time_overlap,26,slowdown,Chems,338,330,-0.035198,-0.000771,0.8771,46.0,False,False
real_time_overlap,26,slowdown,BusEq,338,330,0.040574,0.005737,0.3464,26.0,False,False
real_time_overlap,26,slowdown,Telcm,338,330,-0.030511,0.00829,0.2935,21.0,False,False
real_time_overlap,26,slowdown,Utils,338,330,-0.015457,0.002556,0.8038,44.0,False,False
real_time_overlap,26,slowdown,Shops,338,330,0.003785,0.002549,0.7253,39.0,False,False
real_time_overlap,26,slowdown,Hlth,338,330,-0.012997,0.000604,0.9608,47.0,False,False
real_time_overlap,26,slowdown,Money,338,330,-0.012303,-0.009122,0.2952,22.0,False,False
real_time_overlap,26,slowdown,Other,338,330,-0.012315,-0.001227,0.8328,45.0,False,False
real_time_overlap,26,contraction,NoDur,18,18,-0.08682,-0.055364,0.3874,27.0,False,False
real_time_overlap,26,contraction,Durbl,18,18,0.822912,0.787252,0.0017,1.0,True,False
real_time_overlap,26,contraction,Manuf,18,18,0.032178,0.030507,0.6092,35.0,False,False
real_time_overlap,26,contraction,Enrgy,18,18,-0.297074,-0.273669,0.0683,6.0,False,False
real_time_overlap,26,contraction,Chems,18,18,-0.00905,0.025377,0.6655,38.0,False,False
real_time_overlap,26,contraction,BusEq,18,18,0.071724,0.036887,0.2696,19.0,False,False
real_time_overlap,26,contraction,Telcm,18,18,-0.083841,-0.04504,0.4949,29.0,False,False
real_time_overlap,26,contraction,Utils,18,18,-0.165181,-0.147168,0.0444,4.0,False,False
real_time_overlap,26,contraction,Shops,18,18,0.042401,0.041165,0.3157,24.0,False,False
real_time_overlap,26,contraction,Hlth,18,18,-0.106304,-0.092704,0.0563,5.0,False,False
real_time_overlap,26,contraction,Money,18,18,-0.08161,-0.078429,0.0751,9.0,False,False
real_time_overlap,26,contraction,Other,18,18,0.049973,0.061062,0.0734,8.0,False,False
revised_long_ex_covid,4,recovery,NoDur,125,125,0.00149,0.002368,0.7009,29.0,False,False
revised_long_ex_covid,4,recovery,Durbl,125,125,0.006612,0.007411,0.3853,15.0,False,False
revised_long_ex_covid,4,recovery,Manuf,125,125,0.004898,0.003085,0.4392,18.0,False,False
revised_long_ex_covid,4,recovery,Enrgy,125,125,0.002513,0.001377,0.8797,40.0,False,False
revised_long_ex_covid,4,recovery,Chems,125,125,0.002264,0.003873,0.403,16.0,False,False
revised_long_ex_covid,4,recovery,BusEq,125,125,0.001106,-0.00203,0.7166,31.0,False,False
revised_long_ex_covid,4,recovery,Telcm,125,125,0.003178,0.006408,0.2794,9.0,False,False
revised_long_ex_covid,4,recovery,Utils,125,125,-0.003601,-0.003219,0.6108,25.0,False,False
revised_long_ex_covid,4,recovery,Shops,125,125,-0.001465,-0.001691,0.6963,28.0,False,False
revised_long_ex_covid,4,recovery,Hlth,125,125,-0.003571,-0.00399,0.3649,12.0,False,False
revised_long_ex_covid,4,recovery,Money,125,125,0.002438,0.001936,0.7331,33.0,False,False
revised_long_ex_covid,4,recovery,Other,125,125,0.002476,0.004687,0.094,4.0,False,False
revised_long_ex_covid,4,expansion,NoDur,685,680,-0.000511,0.000366,0.8606,39.0,False,False
revised_long_ex_covid,4,expansion,Durbl,685,680,-0.0089,-0.0081,0.0118,2.0,False,False
revised_long_ex_covid,4,expansion,Manuf,685,680,0.002632,0.000819,0.5766,23.0,False,False
revised_long_ex_covid,4,expansion,Enrgy,685,680,0.001222,8.7e-05,0.975,45.0,False,False
revised_long_ex_covid,4,expansion,Chems,685,680,-0.002781,-0.001172,0.5016,20.0,False,False
revised_long_ex_covid,4,expansion,BusEq,685,680,0.003934,0.000798,0.7087,30.0,False,False
revised_long_ex_covid,4,expansion,Telcm,685,680,-0.003241,-1.1e-05,0.9967,48.0,False,False
revised_long_ex_covid,4,expansion,Utils,685,680,-0.000689,-0.000307,0.8941,42.0,False,False
revised_long_ex_covid,4,expansion,Shops,685,680,-0.001564,-0.001791,0.192,6.0,False,False
revised_long_ex_covid,4,expansion,Hlth,685,680,0.001286,0.000868,0.5989,24.0,False,False
revised_long_ex_covid,4,expansion,Money,685,680,-0.00051,-0.001011,0.5503,22.0,False,False
revised_long_ex_covid,4,expansion,Other,685,680,-0.002198,1.4e-05,0.9882,46.0,False,False
revised_long_ex_covid,4,slowdown,NoDur,674,669,-0.003418,-0.00254,0.192,7.0,False,False
revised_long_ex_covid,4,slowdown,Durbl,674,669,0.00526,0.006059,0.073,3.0,False,False
revised_long_ex_covid,4,slowdown,Manuf,674,669,0.000612,-0.001202,0.4379,17.0,False,False
revised_long_ex_covid,4,slowdown,Enrgy,674,669,0.000736,-0.0004,0.8856,41.0,False,False
revised_long_ex_covid,4,slowdown,Chems,674,669,-0.002078,-0.000469,0.7765,35.0,False,False
revised_long_ex_covid,4,slowdown,BusEq,674,669,0.003156,1.9e-05,0.9954,47.0,False,False
revised_long_ex_covid,4,slowdown,Telcm,674,669,-0.003902,-0.000672,0.7745,34.0,False,False
revised_long_ex_covid,4,slowdown,Utils,674,669,-0.00047,-8.8e-05,0.9698,43.0,False,False
revised_long_ex_covid,4,slowdown,Shops,674,669,0.000505,0.000279,0.8356,38.0,False,False
revised_long_ex_covid,4,slowdown,Hlth,674,669,-0.000709,-0.001127,0.5194,21.0,False,False
revised_long_ex_covid,4,slowdown,Money,674,669,0.002029,0.001528,0.3826,14.0,False,False
revised_long_ex_covid,4,slowdown,Other,674,669,-0.002952,-0.000741,0.4721,19.0,False,False
revised_long_ex_covid,4,contraction,NoDur,139,139,0.007422,0.0083,0.1479,5.0,False,False
revised_long_ex_covid,4,contraction,Durbl,139,139,0.003001,0.0038,0.6128,26.0,False,False
revised_long_ex_covid,4,contraction,Manuf,139,139,0.000819,-0.000994,0.7995,37.0,False,False
revised_long_ex_covid,4,contraction,Enrgy,139,139,0.001398,0.000262,0.973,44.0,False,False
revised_long_ex_covid,4,contraction,Chems,139,139,0.002898,0.004507,0.3583,10.0,False,False
revised_long_ex_covid,4,contraction,BusEq,139,139,0.000966,-0.00217,0.6252,27.0,False,False
revised_long_ex_covid,4,contraction,Telcm,139,139,-0.005706,-0.002476,0.7199,32.0,False,False
revised_long_ex_covid,4,contraction,Utils,139,139,0.004437,0.004819,0.3629,11.0,False,False
revised_long_ex_covid,4,contraction,Shops,139,139,0.009164,0.008938,0.0046,1.0,False,False
revised_long_ex_covid,4,contraction,Hlth,139,139,0.005184,0.004766,0.2722,8.0,False,False
revised_long_ex_covid,4,contraction,Money,139,139,-0.003646,-0.004148,0.3748,13.0,False,False
revised_long_ex_covid,4,contraction,Other,139,139,-0.002927,-0.000716,0.7778,36.0,False,False
revised_long_ex_covid,13,recovery,NoDur,125,125,0.005459,0.008384,0.67,30.0,False,False
revised_long_ex_covid,13,recovery,Durbl,125,125,0.021648,0.0242,0.355,17.0,False,False
revised_long_ex_covid,13,recovery,Manuf,125,125,0.019071,0.014168,0.2722,12.0,False,False
revised_long_ex_covid,13,recovery,Enrgy,125,125,0.00859,0.006647,0.7936,34.0,False,False
revised_long_ex_covid,13,recovery,Chems,125,125,0.00868,0.013882,0.3399,16.0,False,False
revised_long_ex_covid,13,recovery,BusEq,125,125,0.00663,-0.003933,0.8041,35.0,False,False
revised_long_ex_covid,13,recovery,Telcm,125,125,0.015641,0.025489,0.1644,6.0,False,False
revised_long_ex_covid,13,recovery,Utils,125,125,-0.00939,-0.008682,0.641,28.0,False,False
revised_long_ex_covid,13,recovery,Shops,125,125,-0.007248,-0.00841,0.526,26.0,False,False
revised_long_ex_covid,13,recovery,Hlth,125,125,-0.013783,-0.014723,0.2801,13.0,False,False
revised_long_ex_covid,13,recovery,Money,125,125,0.001364,0.000536,0.9822,47.0,False,False
revised_long_ex_covid,13,recovery,Other,125,125,0.005882,0.013322,0.1072,3.0,False,False
revised_long_ex_covid,13,expansion,NoDur,685,671,-0.005208,-0.002282,0.6575,29.0,False,False
revised_long_ex_covid,13,expansion,Durbl,685,671,-0.02168,-0.019128,0.0197,2.0,False,False
revised_long_ex_covid,13,expansion,Manuf,685,671,0.003628,-0.001275,0.7298,32.0,False,False
revised_long_ex_covid,13,expansion,Enrgy,685,671,-0.00012,-0.002062,0.812,36.0,False,False
revised_long_ex_covid,13,expansion,Chems,685,671,-0.012159,-0.006956,0.1394,4.0,False,False
revised_long_ex_covid,13,expansion,BusEq,685,671,0.009985,-0.000578,0.9086,45.0,False,False
revised_long_ex_covid,13,expansion,Telcm,685,671,-0.005859,0.003989,0.4175,18.0,False,False
revised_long_ex_covid,13,expansion,Utils,685,671,0.000111,0.000819,0.881,43.0,False,False
revised_long_ex_covid,13,expansion,Shops,685,671,-0.003019,-0.004181,0.2998,14.0,False,False
revised_long_ex_covid,13,expansion,Hlth,685,671,0.005902,0.004962,0.2577,10.0,False,False
revised_long_ex_covid,13,expansion,Money,685,671,0.00196,0.001131,0.7765,33.0,False,False
revised_long_ex_covid,13,expansion,Other,685,671,-0.00703,0.00041,0.8771,42.0,False,False
revised_long_ex_covid,13,slowdown,NoDur,674,669,-0.00758,-0.004655,0.43,19.0,False,False
revised_long_ex_covid,13,slowdown,Durbl,674,669,0.008382,0.010933,0.2104,8.0,False,False
revised_long_ex_covid,13,slowdown,Manuf,674,669,0.003896,-0.001007,0.8172,39.0,False,False
revised_long_ex_covid,13,slowdown,Enrgy,674,669,0.006318,0.004376,0.5233,25.0,False,False
revised_long_ex_covid,13,slowdown,Chems,674,669,-0.004148,0.001055,0.8153,38.0,False,False
revised_long_ex_covid,13,slowdown,BusEq,674,669,0.012417,0.001854,0.7291,31.0,False,False
revised_long_ex_covid,13,slowdown,Telcm,674,669,-0.016005,-0.006157,0.2709,11.0,False,False
revised_long_ex_covid,13,slowdown,Utils,674,669,-0.000663,4.5e-05,0.9921,48.0,False,False
revised_long_ex_covid,13,slowdown,Shops,674,669,0.000986,-0.000176,0.9527,46.0,False,False
revised_long_ex_covid,13,slowdown,Hlth,674,669,-0.00465,-0.00559,0.1788,7.0,False,False
revised_long_ex_covid,13,slowdown,Money,674,669,0.001804,0.000976,0.8139,37.0,False,False
revised_long_ex_covid,13,slowdown,Other,674,669,-0.009217,-0.001777,0.5076,24.0,False,False
revised_long_ex_covid,13,contraction,NoDur,139,139,0.022953,0.025878,0.1617,5.0,False,False
revised_long_ex_covid,13,contraction,Durbl,139,139,0.015401,0.017952,0.4431,20.0,False,False
revised_long_ex_covid,13,contraction,Manuf,139,139,0.003163,-0.00174,0.8974,44.0,False,False
revised_long_ex_covid,13,contraction,Enrgy,139,139,-0.015138,-0.017081,0.4957,23.0,False,False
revised_long_ex_covid,13,contraction,Chems,139,139,0.010817,0.01602,0.3195,15.0,False,False
revised_long_ex_covid,13,contraction,BusEq,139,139,0.007967,-0.002595,0.8508,41.0,False,False
revised_long_ex_covid,13,contraction,Telcm,139,139,-0.022392,-0.012544,0.5654,27.0,False,False
revised_long_ex_covid,13,contraction,Utils,139,139,0.002926,0.003634,0.8251,40.0,False,False
revised_long_ex_covid,13,contraction,Shops,139,139,0.029757,0.028594,0.0085,1.0,False,False
revised_long_ex_covid,13,contraction,Hlth,139,139,0.017129,0.016189,0.213,9.0,False,False
revised_long_ex_covid,13,contraction,Money,139,139,-0.009812,-0.01064,0.4832,21.0,False,False
revised_long_ex_covid,13,contraction,Other,139,139,-0.012849,-0.005409,0.4839,22.0,False,False
revised_long_ex_covid,26,recovery,NoDur,125,125,-0.000412,0.006152,0.854,41.0,False,False
revised_long_ex_covid,26,recovery,Durbl,125,125,0.067168,0.070892,0.0796,3.0,False,False
revised_long_ex_covid,26,recovery,Manuf,125,125,0.035068,0.025943,0.3616,15.0,False,False
revised_long_ex_covid,26,recovery,Enrgy,125,125,0.02673,0.025224,0.6239,27.0,False,False
revised_long_ex_covid,26,recovery,Chems,125,125,0.015717,0.026044,0.3458,13.0,False,False
revised_long_ex_covid,26,recovery,BusEq,125,125,0.010935,-0.010623,0.7212,33.0,False,False
revised_long_ex_covid,26,recovery,Telcm,125,125,0.010793,0.028712,0.4451,19.0,False,False
revised_long_ex_covid,26,recovery,Utils,125,125,-0.008382,-0.006676,0.8448,39.0,False,False
revised_long_ex_covid,26,recovery,Shops,125,125,-0.015922,-0.018848,0.4596,21.0,False,False
revised_long_ex_covid,26,recovery,Hlth,125,125,-0.023177,-0.026138,0.3281,12.0,False,False
revised_long_ex_covid,26,recovery,Money,125,125,-0.012607,-0.013918,0.668,29.0,False,False
revised_long_ex_covid,26,recovery,Other,125,125,0.007516,0.022899,0.1341,6.0,False,False
revised_long_ex_covid,26,expansion,NoDur,685,667,-0.010786,-0.004223,0.6838,31.0,False,False
revised_long_ex_covid,26,expansion,Durbl,685,667,-0.032998,-0.029274,0.0355,2.0,False,False
revised_long_ex_covid,26,expansion,Manuf,685,667,0.001098,-0.008028,0.2656,10.0,False,False
revised_long_ex_covid,26,expansion,Enrgy,685,667,0.010345,0.00884,0.5424,24.0,False,False
revised_long_ex_covid,26,expansion,Chems,685,667,-0.015864,-0.005537,0.4379,18.0,False,False
revised_long_ex_covid,26,expansion,BusEq,685,667,0.025225,0.003667,0.6897,32.0,False,False
revised_long_ex_covid,26,expansion,Telcm,685,667,-0.015295,0.002625,0.7725,37.0,False,False
revised_long_ex_covid,26,expansion,Utils,685,667,0.004308,0.006014,0.5312,23.0,False,False
revised_long_ex_covid,26,expansion,Shops,685,667,-0.003139,-0.006065,0.4063,17.0,False,False
revised_long_ex_covid,26,expansion,Hlth,685,667,0.013829,0.010868,0.1381,7.0,False,False
revised_long_ex_covid,26,expansion,Money,685,667,0.003996,0.002685,0.7344,35.0,False,False
revised_long_ex_covid,26,expansion,Other,685,667,-0.016944,-0.00156,0.7383,36.0,False,False
revised_long_ex_covid,26,slowdown,NoDur,674,660,-0.016008,-0.009445,0.3853,16.0,False,False
revised_long_ex_covid,26,slowdown,Durbl,674,660,-0.001708,0.002016,0.8876,42.0,False,False
revised_long_ex_covid,26,slowdown,Manuf,674,660,0.009813,0.000688,0.9369,45.0,False,False
revised_long_ex_covid,26,slowdown,Enrgy,674,660,-0.005443,-0.006949,0.6121,26.0,False,False
revised_long_ex_covid,26,slowdown,Chems,674,660,-0.019092,-0.008765,0.359,14.0,False,False
revised_long_ex_covid,26,slowdown,BusEq,674,660,0.022782,0.001224,0.8988,43.0,False,False
revised_long_ex_covid,26,slowdown,Telcm,674,660,-0.017565,0.000355,0.9691,48.0,False,False
revised_long_ex_covid,26,slowdown,Utils,674,660,-0.003479,-0.001772,0.8494,40.0,False,False
revised_long_ex_covid,26,slowdown,Shops,674,660,0.001427,-0.001499,0.7982,38.0,False,False
revised_long_ex_covid,26,slowdown,Hlth,674,660,-0.006031,-0.008992,0.1933,8.0,False,False
revised_long_ex_covid,26,slowdown,Money,674,660,0.001831,0.000519,0.9264,44.0,False,False
revised_long_ex_covid,26,slowdown,Other,674,660,-0.015709,-0.000326,0.9382,46.0,False,False
revised_long_ex_covid,26,contraction,NoDur,139,139,0.053011,0.059575,0.1223,5.0,False,False
revised_long_ex_covid,26,contraction,Durbl,139,139,0.063424,0.067148,0.1006,4.0,False,False
revised_long_ex_covid,26,contraction,Manuf,139,139,0.021053,0.011927,0.7226,34.0,False,False
revised_long_ex_covid,26,contraction,Enrgy,139,139,-0.030602,-0.032108,0.522,22.0,False,False
revised_long_ex_covid,26,contraction,Chems,139,139,0.034441,0.044768,0.1979,9.0,False,False
revised_long_ex_covid,26,contraction,BusEq,139,139,0.007702,-0.013856,0.5891,25.0,False,False
revised_long_ex_covid,26,contraction,Telcm,139,139,-0.058018,-0.040099,0.2867,11.0,False,False
revised_long_ex_covid,26,contraction,Utils,139,139,-0.016147,-0.014441,0.6726,30.0,False,False
revised_long_ex_covid,26,contraction,Shops,139,139,0.056097,0.053171,0.0131,1.0,False,False
revised_long_ex_covid,26,contraction,Hlth,139,139,0.017013,0.014052,0.6476,28.0,False,False
revised_long_ex_covid,26,contraction,Money,139,139,-0.001519,-0.002831,0.9408,47.0,False,False
revised_long_ex_covid,26,contraction,Other,139,139,-0.02694,-0.011557,0.453,20.0,False,False
revised_long_ex_gfc,4,recovery,NoDur,121,121,0.000247,0.001772,0.7658,36.0,False,False
revised_long_ex_gfc,4,recovery,Durbl,121,121,0.020751,0.019366,0.0926,5.0,False,False
revised_long_ex_gfc,4,recovery,Manuf,121,121,0.004769,0.003126,0.4384,17.0,False,False
revised_long_ex_gfc,4,recovery,Enrgy,121,121,0.003829,0.003475,0.7114,33.0,False,False
revised_long_ex_gfc,4,recovery,Chems,121,121,-0.000228,0.001745,0.7039,32.0,False,False
revised_long_ex_gfc,4,recovery,BusEq,121,121,0.000391,-0.002799,0.6236,28.0,False,False
revised_long_ex_gfc,4,recovery,Telcm,121,121,0.00237,0.006054,0.2995,11.0,False,False
revised_long_ex_gfc,4,recovery,Utils,121,121,-0.006601,-0.005656,0.373,14.0,False,False
revised_long_ex_gfc,4,recovery,Shops,121,121,-0.003133,-0.003101,0.5187,23.0,False,False
revised_long_ex_gfc,4,recovery,Hlth,121,121,-0.00617,-0.006235,0.2655,9.0,False,False
revised_long_ex_gfc,4,recovery,Money,121,121,0.003372,0.002771,0.629,29.0,False,False
revised_long_ex_gfc,4,recovery,Other,121,121,0.003371,0.005419,0.0742,4.0,False,False
